.text
  00000000   02328020   add $16, $17, $18
  000008E4   00185402   srl $10, $24, 16 # comment(567)
  000008E8   0134A825   or $21, $9, $20
  000008EC   00075603   sra $10, $7, 24 # comment(569)
  000008F0   00044842   srl $9, $4, 1
  000008F4   029B782B   sltu $15, $20, $27 # comment(571)
  000008F8   00007F42   srl $15, $0, 29
  000008FC   333A14DC   andi $26, $25, 5340
  00000900   0303D826   xor $27, $24, $3 # comment(574)
  00000904   0012CA83   sra $25, $18, 10 # comment(575)
  00000908   0275A004   sllv $20, $21, $19 # comment(576)
  0000090C   013C9821   addu $19, $9, $28
  00000910   31AF5955   andi $15, $13, 22869
  00000914   00540018   mult $2, $20 # comment(579)
  00000918   0000C810   mfhi $25
  0000091C   02200011   mthi $17
  00000920   035CC822   sub $25, $26, $28
  00000924   03122004   sllv $4, $18, $24 # comment(583)
  00000928   35C97DD2   ori $9, $14, 32210
  0000092C   2E5FA77B   sltiu $31, $18, -22661
  00000930   002F302B   sltu $6, $1, $15 # comment(586)
  00000934   01710019   multu $11, $17
  00000938   037CA821   addu $21, $27, $28
  0000093C   03213026   xor $6, $25, $1 # comment(589)
  00000940   000F44C3   sra $8, $15, 19 # comment(590)
  00000944   00F3001A   div $7, $19
  00000948   37010E32   ori $1, $24, 3634 # comment(592)
  0000094C   03C7702B   sltu $14, $30, $7
  00000950   02354821   addu $9, $17, $21
  00000954   03A30019   multu $29, $3
  00000958   2117DECA   addi $23, $8, -8502
  0000095C   00006812   mflo $13
  00000960   29AB43B4   slti $11, $13, 17332 # comment(598)
  00000964   03200011   mthi $25
  00000968   31324E42   andi $18, $9, 20034 # comment(600)
  0000096C   39B669F3   xori $22, $13, 27123 # comment(601)
  00000970   02CC1804   sllv $3, $12, $22
  00000974   00200011   mthi $1
  00000978   2AD75A3E   slti $23, $22, 23102
  0000097C   038E0019   multu $28, $14
  00000980   33697482   andi $9, $27, 29826 # comment(606)
  00000984   032F0019   multu $25, $15
  00000988   2A213978   slti $1, $17, 14712
  0000098C   01FF001A   div $15, $31
  00000990   0005A642   srl $20, $5, 25
  00000994   330E7607   andi $14, $24, 30215
  00000998   359243A0   ori $18, $12, 17312
  0000099C   03BD2820   add $5, $29, $29 # comment(613)
  000009A0   0271E822   sub $29, $19, $17
  000009A4   03B6A006   srlv $20, $22, $29
  000009A8   2DE4D918   sltiu $4, $15, -9960
  000009AC   24E9A553   addiu $9, $7, -23213
  000009B0   02BF4021   addu $8, $21, $31
  000009B4   00DD0018   mult $6, $29
  000009B8   2C848602   sltiu $4, $4, -31230
  000009BC   0322A824   and $21, $25, $2
  000009C0   00007012   mflo $14
  000009C4   337E13C7   andi $30, $27, 5063 # comment(623)
  000009C8   0000A010   mfhi $20
  000009CC   02990019   multu $20, $25
  000009D0   00177302   srl $14, $23, 12
  000009D4   2372324A   addi $18, $27, 12874 # comment(627)
  000009D8   02FA382B   sltu $7, $23, $26
  000009DC   01F75825   or $11, $15, $23
  000009E0   31791787   andi $25, $11, 6023
  000009E4   03BC001A   div $29, $28 # comment(631)
  000009E8   03CA1804   sllv $3, $10, $30 # comment(632)
  000009EC   01E28020   add $16, $15, $2
  000009F0   02333821   addu $7, $17, $19
  000009F4   206106B1   addi $1, $3, 1713
  000009F8   000107C0   sll $0, $1, 31 # comment(636)
  000009FC   01A00013   mtlo $13
  00000A00   02698027   nor $16, $19, $9 # comment(638)
  00000A04   3B570B0C   xori $23, $26, 2828 # comment(639)
  00000A08   21206C12   addi $0, $9, 27666
  00000A0C   03B60022   sub $0, $29, $22 # comment(641)
  00000A10   37074AE6   ori $7, $24, 19174
  00000A14   02AF001B   divu $21, $15
  00000A18   00210018   mult $1, $1 # comment(644)
  00000A1C   2EB943AA   sltiu $25, $21, 17322 # comment(645)
  00000A20   0323001A   div $25, $3 # comment(646)
  00000A24   00002812   mflo $5
  00000A28   001DAC00   sll $21, $29, 16
  00000A2C   034F3822   sub $7, $26, $15 # comment(649)
  00000A30   208E235F   addi $14, $4, 9055
  00000A34   03448827   nor $17, $26, $4 # comment(651)
  00000A38   28D8B8B5   slti $24, $6, -18251
  00000A3C   00B6F826   xor $31, $5, $22 # comment(653)
  00000A40   03248820   add $17, $25, $4
  00000A44   335750FD   andi $23, $26, 20733
  00000A48   00138BC0   sll $17, $19, 15 # comment(656)
  00000A4C   02819821   addu $19, $20, $1 # comment(657)
  00000A50   00005810   mfhi $11
  00000A54   00014683   sra $8, $1, 26
  00000A58   00005812   mflo $11
  00000A5C   26D66AFD   addiu $22, $22, 27389 # comment(661)
  00000A60   01EB0020   add $0, $15, $11 # comment(662)
  00000A64   000A3142   srl $6, $10, 5 # comment(663)
  00000A68   2A8A2EB4   slti $10, $20, 11956
  00000A6C   039B0019   multu $28, $27
  00000A70   00700019   multu $3, $16 # comment(666)
  00000A74   020FA804   sllv $21, $15, $16 # comment(667)
  00000A78   00007012   mflo $14 # comment(668)
  00000A7C   00005012   mflo $10 # comment(669)
  00000A80   3C1F320D   lui $31, 12813 # comment(670)
  00000A84   01600013   mtlo $11
  00000A88   031B5023   subu $10, $24, $27
  00000A8C   00003010   mfhi $6 # comment(673)
  00000A90   00D2A026   xor $20, $6, $18
  00000A94   2250DF89   addi $16, $18, -8311
  00000A98   021EA026   xor $20, $16, $30
  00000A9C   00DA2825   or $5, $6, $26
  00000AA0   01000013   mtlo $8
  00000AA4   011DE027   nor $28, $8, $29 # comment(679)
  00000AA8   01000013   mtlo $8 # comment(680)
  00000AAC   027D001B   divu $19, $29
  00000AB0   000F882A   slt $17, $0, $15
  00000AB4   00A8001A   div $5, $8 # comment(683)
  00000AB8   2811BA7E   slti $17, $0, -17794 # comment(684)
  00000ABC   02442022   sub $4, $18, $4 # comment(685)
  00000AC0   01843023   subu $6, $12, $4
  00000AC4   03522021   addu $4, $26, $18
  00000AC8   23E186FB   addi $1, $31, -30981
  00000ACC   035B8023   subu $16, $26, $27
  00000AD0   039D802A   slt $16, $28, $29 # comment(690)
  00000AD4   00148E83   sra $17, $20, 26 # comment(691)
  00000AD8   0000A812   mflo $21 # comment(692)
  00000ADC   00E5B004   sllv $22, $5, $7 # comment(693)
  00000AE0   017EC02A   slt $24, $11, $30 # comment(694)
  00000AE4   37E47A44   ori $4, $31, 31300 # comment(695)
  00000AE8   00000011   mthi $0
  00000AEC   00053640   sll $6, $5, 25 # comment(697)
  00000AF0   017EC02A   slt $24, $11, $30 # comment(698)
  00000AF4   03082823   subu $5, $24, $8 # comment(699)
  00000AF8   0127D826   xor $27, $9, $7
  00000AFC   0000A010   mfhi $20 # comment(701)
  00000B00   371D5320   ori $29, $24, 21280 # comment(702)
  00000B04   001DEE40   sll $29, $29, 25 # comment(703)
  00000B08   2BF62AF6   slti $22, $31, 10998
  00000B0C   00005010   mfhi $10
  00000B10   2155426F   addi $21, $10, 17007 # comment(706)
  00000B14   03DC302B   sltu $6, $30, $28
  00000B18   0000B812   mflo $23 # comment(708)
  00000B1C   000C4D42   srl $9, $12, 21
  00000B20   027AD02B   sltu $26, $19, $26
  00000B24   0302B006   srlv $22, $2, $24 # comment(711)
  00000B28   2EC10D6A   sltiu $1, $22, 3434 # comment(712)
  00000B2C   00002810   mfhi $5 # comment(713)
  00000B30   01E62821   addu $5, $15, $6
  00000B34   38A475B5   xori $4, $5, 30133 # comment(715)
  00000B38   00071FC2   srl $3, $7, 31 # comment(716)
  00000B3C   0363001B   divu $27, $3 # comment(717)
  00000B40   2C249753   sltiu $4, $1, -26797 # comment(718)
  00000B44   03200011   mthi $25
  00000B48   00D4802A   slt $16, $6, $20 # comment(720)
  00000B4C   01CD0007   srav $0, $13, $14 # comment(721)
  00000B50   38FC4A7E   xori $28, $7, 19070
  00000B54   00957820   add $15, $4, $21
  00000B58   02A9A806   srlv $21, $9, $21
  00000B5C   02400011   mthi $18
  00000B60   0000D010   mfhi $26 # comment(726)
  00000B64   021B0018   mult $16, $27
  00000B68   013A2023   subu $4, $9, $26
  00000B6C   013A4825   or $9, $9, $26 # comment(729)
  00000B70   00350018   mult $1, $21
  00000B74   0052001B   divu $2, $18 # comment(731)
  00000B78   01C9F826   xor $31, $14, $9 # comment(732)
  00000B7C   00160F02   srl $1, $22, 28 # comment(733)
  00000B80   02FB802A   slt $16, $23, $27
  00000B84   0005FC42   srl $31, $5, 17
  00000B88   24B140FE   addiu $17, $5, 16638 # comment(736)
  00000B8C   3BDB1390   xori $27, $30, 5008
  00000B90   2342FA68   addi $2, $26, -1432 # comment(738)
  00000B94   00FF7026   xor $14, $7, $31 # comment(739)
  00000B98   000C4FC3   sra $9, $12, 31 # comment(740)
  00000B9C   295726DE   slti $23, $10, 9950
  00000BA0   36860AFB   ori $6, $20, 2811 # comment(742)
  00000BA4   206E16A5   addi $14, $3, 5797 # comment(743)
  00000BA8   009B1007   srav $2, $27, $4 # comment(744)
  00000BAC   02A00011   mthi $21 # comment(745)
  00000BB0   0004E842   srl $29, $4, 1 # comment(746)
  00000BB4   3C1053BB   lui $16, 21435 # comment(747)
  00000BB8   00004010   mfhi $8 # comment(748)
  00000BBC   02600011   mthi $19 # comment(749)
  00000BC0   03A00011   mthi $29 # comment(750)
  00000BC4   000DAAC2   srl $21, $13, 11 # comment(751)
  00000BC8   03FF4823   subu $9, $31, $31
  00000BCC   03C97022   sub $14, $30, $9 # comment(753)
  00000BD0   340F0923   ori $15, $0, 2339
  00000BD4   02CE0019   multu $22, $14
  00000BD8   029D0821   addu $1, $20, $29 # comment(756)
  00000BDC   024A9825   or $19, $18, $10 # comment(757)
  00000BE0   2D09E3EA   sltiu $9, $8, -7190 # comment(758)
  00000BE4   0004AF83   sra $21, $4, 30
  00000BE8   0009CD02   srl $25, $9, 20 # comment(760)
  00000BEC   02B40019   multu $21, $20
  00000BF0   027EE827   nor $29, $19, $30
  00000BF4   00DCE006   srlv $28, $28, $6 # comment(763)
  00000BF8   3A5D64E7   xori $29, $18, 25831 # comment(764)
  00000BFC   01380018   mult $9, $24
  00000C00   02A84007   srav $8, $8, $21
  00000C04   02DD4806   srlv $9, $29, $22
  00000C08   034EC024   and $24, $26, $14
  00000C0C   27BD8B15   addiu $29, $29, -29931
  00000C10   01AF7027   nor $14, $13, $15
  00000C14   03D91004   sllv $2, $25, $30
  00000C18   0154E82A   slt $29, $10, $20 # comment(772)
  00000C1C   01310019   multu $9, $17
  00000C20   03685026   xor $10, $27, $8 # comment(774)
  00000C24   00118142   srl $16, $17, 5
  00000C28   0041502B   sltu $10, $2, $1
  00000C2C   0162A020   add $20, $11, $2 # comment(777)
  00000C30   00001010   mfhi $2 # comment(778)
  00000C34   0134001A   div $9, $20
  00000C38   01960018   mult $12, $22
  00000C3C   00005021   addu $10, $0, $0
  00000C40   0000C012   mflo $24
  00000C44   267FDB6F   addiu $31, $19, -9361 # comment(783)
  00000C48   0174A823   subu $21, $11, $20
  00000C4C   03800011   mthi $28
  00000C50   029B2026   xor $4, $20, $27
  00000C54   03800013   mtlo $28 # comment(787)
  00000C58   0307B024   and $22, $24, $7
  00000C5C   00005812   mflo $11 # comment(789)
  00000C60   3C060002   lui $6, 2
  00000C64   360A6AA2   ori $10, $16, 27298 # comment(791)
  00000C68   02B8001B   divu $21, $24
  00000C6C   01B4202A   slt $4, $13, $20 # comment(793)
  00000C70   2FFAB14B   sltiu $26, $31, -20149 # comment(794)
  00000C74   3C02561C   lui $2, 22044
  00000C78   31F675F9   andi $22, $15, 30201
  00000C7C   02C70018   mult $22, $7
  00000C80   03E00011   mthi $31 # comment(798)
  00000C84   2CA9AF18   sltiu $9, $5, -20712 # comment(799)
  00000C88   00B30019   multu $5, $19
  00000C8C   032F7807   srav $15, $15, $25 # comment(801)
  00000C90   32CD14EA   andi $13, $22, 5354 # comment(802)
  00000C94   37D729B5   ori $23, $30, 10677 # comment(803)
  00000C98   00C93820   add $7, $6, $9
  00000C9C   02EAE804   sllv $29, $10, $23
  00000CA0   001BFD03   sra $31, $27, 20
  00000CA4   3C1D7C58   lui $29, 31832 # comment(807)
  00000CA8   30A73D38   andi $7, $5, 15672 # comment(808)
  00000CAC   01B16023   subu $12, $13, $17
  00000CB0   00D8A020   add $20, $6, $24
  00000CB4   00E7001B   divu $7, $7 # comment(811)
  00000CB8   013A1826   xor $3, $9, $26
  00000CBC   018FC820   add $25, $12, $15 # comment(813)
  00000CC0   3C0B3A59   lui $11, 14937 # comment(814)
  00000CC4   39C64241   xori $6, $14, 16961 # comment(815)
  00000CC8   39B8298E   xori $24, $13, 10638 # comment(816)
  00000CCC   001E4020   add $8, $0, $30
  00000CD0   00123822   sub $7, $0, $18
  00000CD4   318F6338   andi $15, $12, 25400 # comment(819)
  00000CD8   28B00227   slti $16, $5, 551 # comment(820)
  00000CDC   00181383   sra $2, $24, 14
  00000CE0   005B3806   srlv $7, $27, $2 # comment(822)
  00000CE4   21824B21   addi $2, $12, 19233 # comment(823)
  00000CE8   2EF63C26   sltiu $22, $23, 15398 # comment(824)
  00000CEC   000DD782   srl $26, $13, 30 # comment(825)
  00000CF0   038B6824   and $13, $28, $11
  00000CF4   38BF3320   xori $31, $5, 13088
  00000CF8   033E8806   srlv $17, $30, $25
  00000CFC   03E00011   mthi $31
  00000D00   28090915   slti $9, $0, 2325
  00000D04   0015B820   add $23, $0, $21
  00000D08   36544455   ori $20, $18, 17493 # comment(832)
  00000D0C   324816CD   andi $8, $18, 5837
  00000D10   01C60019   multu $14, $6
  00000D14   03584007   srav $8, $24, $26
  00000D18   01E2D020   add $26, $15, $2
  00000D1C   03A00011   mthi $29
  00000D20   000E9583   sra $18, $14, 22 # comment(838)
  00000D24   01191007   srav $2, $25, $8
  00000D28   00117804   sllv $15, $17, $0 # comment(840)
  00000D2C   004DE804   sllv $29, $13, $2 # comment(841)
  00000D30   2169F510   addi $9, $11, -2800 # comment(842)
  00000D34   00063FC3   sra $7, $6, 31
  00000D38   00E85807   srav $11, $8, $7
  00000D3C   02205824   and $11, $17, $0
  00000D40   00BCC025   or $24, $5, $28
  00000D44   0000B012   mflo $22
  00000D48   0100001A   div $8, $0
  00000D4C   02320019   multu $17, $18 # comment(849)
  00000D50   00200013   mtlo $1
  00000D54   3BA94CAC   xori $9, $29, 19628 # comment(851)
  00000D58   27934CC6   addiu $19, $28, 19654
  00000D5C   0000C810   mfhi $25
  00000D60   0000A812   mflo $21
  00000D64   00DA001B   divu $6, $26
  00000D68   2CB45F65   sltiu $20, $5, 24421
  00000D6C   3C133299   lui $19, 12953 # comment(857)
  00000D70   02CA9823   subu $19, $22, $10
  00000D74   02595007   srav $10, $25, $18 # comment(859)
  00000D78   29AE0646   slti $14, $13, 1606 # comment(860)
  00000D7C   311D4C45   andi $29, $8, 19525
  00000D80   03B02804   sllv $5, $16, $29 # comment(862)
  00000D84   03010019   multu $24, $1 # comment(863)
  00000D88   02F50018   mult $23, $21
  00000D8C   004AA807   srav $21, $10, $2
  00000D90   283E3A31   slti $30, $1, 14897
  00000D94   000A0FC3   sra $1, $10, 31 # comment(867)
  00000D98   000FB580   sll $22, $15, 22
  00000D9C   20B0A9E6   addi $16, $5, -22042
  00000DA0   38E7223E   xori $7, $7, 8766
  00000DA4   032C3024   and $6, $25, $12
  00000DA8   00125023   subu $10, $0, $18
  00000DAC   02BA8824   and $17, $21, $26 # comment(873)
  00000DB0   00410018   mult $2, $1
  00000DB4   0014B942   srl $23, $20, 5 # comment(875)
  00000DB8   03ED8024   and $16, $31, $13 # comment(876)
  00000DBC   0000D812   mflo $27
  00000DC0   03D52820   add $5, $30, $21
  00000DC4   0152E020   add $28, $10, $18 # comment(879)
  00000DC8   02170022   sub $0, $16, $23
  00000DCC   01CCD025   or $26, $14, $12 # comment(881)
  00000DD0   00C46822   sub $13, $6, $4 # comment(882)
  00000DD4   01800013   mtlo $12 # comment(883)
  00000DD8   02DFD82A   slt $27, $22, $31
  00000DDC   00820824   and $1, $4, $2
  00000DE0   02CA4027   nor $8, $22, $10
  00000DE4   0150C82B   sltu $25, $10, $16
  00000DE8   01133023   subu $6, $8, $19 # comment(888)
  00000DEC   032B0019   multu $25, $11 # comment(889)
  00000DF0   02D16822   sub $13, $22, $17 # comment(890)
  00000DF4   0241001A   div $18, $1 # comment(891)
  00000DF8   001F1282   srl $2, $31, 10
  00000DFC   2328592B   addi $8, $25, 22827
  00000E00   0147E823   subu $29, $10, $7 # comment(894)
  00000E04   0000B810   mfhi $23 # comment(895)
  00000E08   00E10018   mult $7, $1
  00000E0C   00094F82   srl $9, $9, 30
  00000E10   0167F020   add $30, $11, $7 # comment(898)
  00000E14   038BC021   addu $24, $28, $11 # comment(899)
  00000E18   00004010   mfhi $8 # comment(900)
  00000E1C   02A00011   mthi $21 # comment(901)
  00000E20   01B21824   and $3, $13, $18
  00000E24   323E4D58   andi $30, $17, 19800 # comment(903)
  00000E28   020A001A   div $16, $10
  00000E2C   01829007   srav $18, $2, $12 # comment(905)
  00000E30   02AA6807   srav $13, $10, $21
  00000E34   3A8705DF   xori $7, $20, 1503
  00000E38   03200011   mthi $25 # comment(908)
  00000E3C   02200011   mthi $17
  00000E40   00F0D021   addu $26, $7, $16
  00000E44   03AB0019   multu $29, $11
  00000E48   02A7001B   divu $21, $7 # comment(912)
  00000E4C   02EB202B   sltu $4, $23, $11
  00000E50   241F83EC   addiu $31, $0, -31764 # comment(914)
  00000E54   305B4E2B   andi $27, $2, 20011 # comment(915)
  00000E58   37DC1FE7   ori $28, $30, 8167
  00000E5C   2553BC1E   addiu $19, $10, -17378 # comment(917)
  00000E60   03B4B022   sub $22, $29, $20 # comment(918)
  00000E64   214DA3F9   addi $13, $10, -23559
  00000E68   02FB1027   nor $2, $23, $27 # comment(920)
  00000E6C   2D907F93   sltiu $16, $12, 32659 # comment(921)
  00000E70   0188D006   srlv $26, $8, $12
  00000E74   02CBA807   srav $21, $11, $22
  00000E78   00138E82   srl $17, $19, 26
  00000E7C   00008012   mflo $16
  00000E80   39467717   xori $6, $10, 30487
  00000E84   0024B823   subu $23, $1, $4
  00000E88   0238D021   addu $26, $17, $24 # comment(928)
  00000E8C   017C2006   srlv $4, $28, $11 # comment(929)
  00000E90   0246C02B   sltu $24, $18, $6 # comment(930)
  00000E94   0000E812   mflo $29 # comment(931)
  00000E98   2A959B2E   slti $21, $20, -25810 # comment(932)
  00000E9C   3A160FA1   xori $22, $16, 4001
  00000EA0   00016283   sra $12, $1, 10 # comment(934)
  00000EA4   03FF0821   addu $1, $31, $31
  00000EA8   31A64230   andi $6, $13, 16944
  00000EAC   03938807   srav $17, $19, $28 # comment(937)
  00000EB0   02F6001B   divu $23, $22
  00000EB4   016BF021   addu $30, $11, $11 # comment(939)
  00000EB8   0358C004   sllv $24, $24, $26 # comment(940)
  00000EBC   02427006   srlv $14, $2, $18
  00000EC0   0000C812   mflo $25 # comment(942)
  00000EC4   0000E012   mflo $28 # comment(943)
  00000EC8   0000C012   mflo $24 # comment(944)
  00000ECC   33793CEE   andi $25, $27, 15598 # comment(945)
  00000ED0   03810019   multu $28, $1 # comment(946)
  00000ED4   03C01020   add $2, $30, $0 # comment(947)
